index,Date,Open,High,Low,Close,Ticker,Event_date,Type,Price Change,Percent Change
2289,2001-11-10,10.597559871392818,10.825464323441391,9.621368628249808,9.841675758361816,COP,2001-11-12,Domestic Natural Disaster,-0.7558841130310014,-7.132624134273062
3385,2001-11-10,17.066940744110983,17.3820232612758,14.77384435738515,15.368999481201172,BP,2001-11-12,Domestic Natural Disaster,-1.6979412629098114,-9.948714818709925
4481,2001-11-10,17.531913136483567,17.94402497691422,15.667108139340488,16.807283401489258,SHEL,2001-11-12,Domestic Natural Disaster,-0.7246297349943092,-4.133203999775524
6033,2001-11-10,5.23314863350749,5.364474492981985,4.734374654547876,4.98243522644043,VLO,2001-11-12,Domestic Natural Disaster,-0.25071340706706025,-4.790871129892233
7129,2001-11-10,6.779338530646261,6.983248274815844,6.170257476633225,6.3556294441223145,OXY,2001-11-12,Domestic Natural Disaster,-0.4237090865239468,-6.250006318589247
8723,2001-11-10,6.75600896761981,6.772713413017666,5.660941342705858,6.0748395919799805,EOG,2001-11-12,Domestic Natural Disaster,-0.6811693756398292,-10.082422609332474
336,2006-06-10,32.96960815948153,33.24877503996804,31.624023880731546,32.83002471923828,XOM,2006-06-15,Domestic Natural Disaster,-0.13958344024324987,-0.4233700308722289
1432,2006-06-10,30.4027324171327,31.37973828804955,29.77765769124885,30.838706970214844,CVX,2006-06-15,Domestic Natural Disaster,0.4359745530821435,1.4339979285429652
2528,2006-06-10,25.88816330099038,26.42954128918533,24.579474081552355,26.075727462768555,COP,2006-06-15,Domestic Natural Disaster,0.18756416177817314,0.7245170682734285
3624,2006-06-10,27.810366414851824,27.89266869750597,26.41532168833741,27.44822883605957,BP,2006-06-15,Domestic Natural Disaster,-0.36213757879225383,-1.302167592437251
4720,2006-06-10,26.200204798971225,26.46988132692574,25.387022279192745,26.345415115356445,SHEL,2006-06-15,Domestic Natural Disaster,0.14521031638522075,0.554233516491148
6272,2006-06-10,32.66448270909548,33.23715846914265,30.390304663953057,33.03892517089844,VLO,2006-06-15,Domestic Natural Disaster,0.3744424618029569,1.1463290728883724
7368,2006-06-10,29.026212847627992,29.447793102957256,27.280095673954747,28.921566009521484,OXY,2006-06-15,Domestic Natural Disaster,-0.10464683810650754,-0.36052529021215124
8962,2006-06-10,22.570961900348536,24.09332087785416,21.27147942435356,23.81378173828125,EOG,2006-06-15,Domestic Natural Disaster,1.2428198379327142,5.506277682890967
926,2017-09-30,60.93616046373056,61.64070748156221,60.898682064330615,61.24346160888672,XOM,2017-10-01,Domestic Terrorism,0.3073011451561598,0.5043001443109738
2022,2017-09-30,90.92820777110111,92.70116279063376,90.2330862224762,91.4046401977539,CVX,2017-10-01,Domestic Terrorism,0.4764324266527922,0.523965486983031
3118,2017-09-30,41.03226305607251,41.67818176674826,40.32838088605401,40.46087646484375,COP,2017-10-01,Domestic Terrorism,-0.5713865912287588,-1.3925300450719285
4214,2017-09-30,27.56415449731427,28.114714726522934,27.513445366129314,27.71628189086914,BP,2017-10-01,Domestic Terrorism,0.1521273935548706,0.551902992597481
5310,2017-09-30,46.04314285546117,46.75838463620092,45.936048453661336,46.01254653930664,SHEL,2017-10-01,Domestic Terrorism,-0.03059631615452929,-0.06645140678293264
5765,2017-09-25,71.30222622052497,73.06160186908272,71.20712270971268,72.60194396972656,PSX,2017-10-01,Domestic Terrorism,1.2997177492015908,1.8228291290398106
6862,2017-09-30,59.15793237975037,60.6305169126002,58.80327260022976,59.54342651367188,VLO,2017-10-01,Domestic Terrorism,0.38549413392151166,0.6516355768604676
7958,2017-09-30,53.9836532399333,54.6096992068284,53.69601102172592,54.06825256347656,OXY,2017-10-01,Domestic Terrorism,0.08459932354326583,0.15671285373603655
8455,2017-09-25,44.83162445150124,46.09506051870145,44.5137279756279,45.71195602416992,MPC,2017-10-01,Domestic Terrorism,0.8803315726686805,1.963639692826704
9552,2017-09-30,77.45502124085107,79.2308450639034,76.927955779922,77.9983139038086,EOG,2017-10-01,Domestic Terrorism,0.5432926629575263,0.7014298805343103
476,2009-02-14,42.6837896902255,42.82465902701432,41.21051684222703,41.80921936035156,XOM,2009-02-17,Domestic Natural Disaster,-0.87457032987394,-2.048951923484467
1572,2009-02-14,38.35221198540772,38.75153416312042,36.35559021613093,37.12001037597656,CVX,2009-02-17,Domestic Natural Disaster,-1.2322016094311579,-3.212856692333644
2668,2009-02-14,19.936664898542347,20.117497039235104,17.61750146033708,17.829978942871094,COP,2009-02-17,Domestic Natural Disaster,-2.106685955671253,-10.56689253890846
3764,2009-02-14,19.30493158497735,19.51152454810105,18.111286077851727,18.40969657897949,BP,2009-02-17,Domestic Natural Disaster,-0.8952350059978613,-4.637338402662419
4860,2009-02-14,23.79202855086948,23.79202855086948,21.82917491941799,22.16486549377441,SHEL,2009-02-17,Domestic Natural Disaster,-1.6271630570950713,-6.839110223897266
6412,2009-02-14,13.334212571414753,13.482370171795788,10.56479908143968,10.912400245666504,VLO,2009-02-17,Domestic Natural Disaster,-2.421812325748249,-18.162394762927466
7508,2009-02-14,34.12690785132739,34.15812404376064,30.374570871709743,31.25490379333496,OXY,2009-02-17,Domestic Natural Disaster,-2.8720040579924273,-8.415658607290782
9102,2009-02-14,23.72720367716342,23.72720367716342,20.734030407239125,21.09382438659668,EOG,2009-02-17,Domestic Natural Disaster,-2.63337929056674,-11.098565707097094
858,2016-06-11,64.40209258730863,65.59817108916735,63.82195981566379,64.97506713867188,XOM,2016-06-12,Domestic Terrorism,0.5729745513632452,0.8896831272780074
1954,2016-06-11,75.40225282342809,76.59085863094313,73.37418973644962,75.45425415039062,CVX,2016-06-12,Domestic Terrorism,0.05200132696253945,0.06896521657557454
3050,2016-06-11,35.371931224686655,36.17657025929439,33.97186102336363,35.52481460571289,COP,2016-06-12,Domestic Terrorism,0.15288338102623555,0.432216663701799
4146,2016-06-11,21.10888303964859,21.772893182200622,20.358550869325445,21.7463321685791,BP,2016-06-12,Domestic Terrorism,0.6374491289305126,3.0198145857987786
5242,2016-06-11,35.33376399460705,36.21623144066029,33.84547366055225,36.18121337890625,SHEL,2016-06-12,Domestic Terrorism,0.8474493842992032,2.3984124205633695
5697,2016-06-06,61.33589183725297,62.71311319488861,60.59021041502377,60.92500686645508,PSX,2016-06-12,Domestic Terrorism,-0.41088497079789477,-0.6698932036206892
6794,2016-06-11,38.89685138747958,38.98470345836875,36.62731767950121,37.85725784301758,VLO,2016-06-12,Domestic Terrorism,-1.0395935444620008,-2.6726933090441176
7890,2016-06-11,59.78376082459119,60.46276355145654,58.968966084681576,59.87163162231445,OXY,2016-06-12,Domestic Terrorism,0.08787079772326223,0.14698104721293787
8387,2016-06-06,27.98132253491208,29.149823388215527,27.228462563328694,28.54596900939941,MPC,2016-06-12,Domestic Terrorism,0.5646464744873292,2.017940623724358
9484,2016-06-11,65.09197346818854,67.14142075016053,63.757828258053785,65.01160430908203,EOG,2016-06-12,Domestic Terrorism,-0.08036915910651032,-0.12347015280737797
88,2001-09-08,20.30619942995288,20.63049876422429,20.156522667731974,20.575618743896484,XOM,2001-09-11,Int Terrorsim,0.2694193139436045,1.3267835513631105
1184,2001-09-08,20.57318636842001,20.584325752500156,20.39496812055751,20.42838287353516,CVX,2001-09-11,Int Terrorsim,-0.1448034948848509,-0.7038457353748824
2280,2001-09-08,11.186607963368315,11.201707206829475,11.0054179863045,11.052602767944336,COP,2001-09-11,Int Terrorsim,-0.13400519542397937,-1.1979073179536908
3376,2001-09-08,17.241986853699814,17.34001193535847,17.150963754372718,17.336511611938477,BP,2001-09-11,Int Terrorsim,0.0945247582386628,0.5482242797231893
4472,2001-09-08,18.500375747680664,18.545021536717577,18.1466470524056,18.500375747680664,SHEL,2001-09-11,Int Terrorsim,0.0,0.0
