Date,Open,High,Low,Close,Ticker,Event_date,Type,Price Change,Percent Change
2005-10-01,1.6440326417082824,1.680155230968526,1.5344503380372614,1.5572168827056885,AAPL,2005-09-26,Domestic Natural Disaster,-0.08681575900259397,-5.280659081828533
2005-10-01,2.2664999961853027,2.3294999599456787,2.1665000915527344,2.186000108718872,AMZN,2005-09-26,Domestic Natural Disaster,-0.08049988746643066,-3.5517267858777095
2012-05-14,42.04999923706055,45.0,38.0,38.22999954223633,META,2005-09-26,Domestic Natural Disaster,-3.8199996948242188,-9.084422744667929
2012-05-21,36.52999877929688,36.65999984741211,30.940000534057617,31.90999984741211,META,2005-09-26,Domestic Natural Disaster,-4.619998931884773,-12.647136836213432
2012-05-28,31.479999542236328,31.690000534057617,26.82999992370605,27.71999931335449,META,2005-09-26,Domestic Natural Disaster,-3.7600002288818395,-11.94409238741282
2012-06-04,27.200000762939453,27.76000022888184,25.520000457763672,27.100000381469727,META,2005-09-26,Domestic Natural Disaster,-0.10000038146972656,-0.36764845097349813
2012-06-11,27.18000030517578,30.100000381469727,26.84000015258789,30.01000022888184,META,2005-09-26,Domestic Natural Disaster,2.8299999237060582,10.41206729923087
2012-06-18,29.959999084472656,33.45000076293945,29.40999984741211,33.04999923706055,META,2005-09-26,Domestic Natural Disaster,3.0900001525878906,10.313752493368208
2012-06-25,32.86000061035156,33.439998626708984,30.76000022888184,31.100000381469727,META,2005-09-26,Domestic Natural Disaster,-1.760000228881836,-5.35605659218217
2012-07-02,31.25,31.899999618530277,30.549999237060547,31.729999542236328,META,2005-09-26,Domestic Natural Disaster,0.4799995422363281,1.53599853515625
2012-07-09,32.099998474121094,32.880001068115234,30.549999237060547,30.71999931335449,META,2005-09-26,Domestic Natural Disaster,-1.3799991607666051,-4.29906301048318
2012-07-16,30.5,30.5,27.149999618530277,28.76000022888184,META,2005-09-26,Domestic Natural Disaster,-1.7399997711181605,-5.704917282354625
2012-07-23,28.1200008392334,29.489999771118164,22.280000686645508,23.709999084472656,META,2005-09-26,Domestic Natural Disaster,-4.410001754760742,-15.682793823419269
2012-07-30,24.0,24.040000915527344,19.81999969482422,21.09000015258789,META,2005-09-26,Domestic Natural Disaster,-2.9099998474121094,-12.124999364217121
2012-08-06,21.38999938964844,22.450000762939453,20.21999931335449,21.809999465942383,META,2005-09-26,Domestic Natural Disaster,0.42000007629394176,1.9635347745601068
2012-08-13,22.149999618530277,22.450000762939453,19.0,19.049999237060547,META,2005-09-26,Domestic Natural Disaster,-3.10000038146973,-13.995487290556555
2012-08-20,19.049999237060547,20.1299991607666,18.75,19.40999984741211,META,2005-09-26,Domestic Natural Disaster,0.3600006103515625,1.8897670591566453
2012-08-27,19.489999771118164,19.530000686645508,18.030000686645508,18.059999465942383,META,2005-09-26,Domestic Natural Disaster,-1.4300003051757812,-7.337097598609876
2012-09-03,18.07999992370605,19.420000076293945,17.549999237060547,18.979999542236328,META,2005-09-26,Domestic Natural Disaster,0.899999618530277,4.977874017301403
2012-09-10,19.059999465942383,22.07999992370605,18.549999237060547,22.0,META,2005-09-26,Domestic Natural Disaster,2.940000534057617,15.424977001237576
2012-09-17,22.670000076293945,23.3700008392334,21.3700008392334,22.86000061035156,META,2005-09-26,Domestic Natural Disaster,0.19000053405761363,0.8381143953162024
2012-09-24,21.780000686645508,21.979999542236328,19.799999237060547,21.65999984741211,META,2005-09-26,Domestic Natural Disaster,-0.12000083923339844,-0.5509680231873336
2012-10-01,22.07999992370605,22.59000015258789,20.8799991607666,20.90999984741211,META,2005-09-26,Domestic Natural Disaster,-1.1700000762939418,-5.298913407321975
2012-10-08,20.399999618530277,20.75,19.450000762939453,19.520000457763672,META,2005-09-26,Domestic Natural Disaster,-0.8799991607666051,-4.313721456971306
2012-10-15,19.68000030517578,20.479999542236328,18.799999237060547,19.0,META,2005-09-26,Domestic Natural Disaster,-0.6800003051757812,-3.4552860499547005
